testDataTimeStamps,list_predict_future,list_actual_future,list_loss_future,list_loss_past
2020-04-07,5.985589003203086,5.0,1.6145662803325842,0.119353099011223
2020-04-08,5.454794567543641,4.0,1.4547945675436407,0.10383297491035845
2020-04-09,4.697938805978337,6.0,1.3020611940216633,0.0928144182278844
2020-04-10,5.335273278573315,4.0,1.3352732785733146,0.09854644732374149
2020-04-11,4.512659032162615,2.0,2.5126590321626154,0.10353173277651329
2020-04-12,4.55310313463133,1.0,3.5531031346313298,0.11437204074491861
2020-04-13,4.140809294765109,10.0,5.859190705234891,0.09830573713337784
2020-04-14,5.037701315915663,4.0,1.3473969126907246,0.11194991171150019
2020-04-15,4.6404359644106705,9.0,4.3595640355893295,0.11262260567258253
2020-04-16,6.08370728913867,4.0,2.08370728913867,0.12825577789703463
2020-04-17,3.7681691358144733,2.0,1.7681691358144733,0.12315043590293555
2020-04-18,2.3597835179389266,4.0,2.058394368938635,0.13221882647265906
2020-04-19,3.4992894820891953,3.0,0.6383029797387969,0.128601573438813
2020-04-20,4.083953066509947,4.0,0.8442094047474711,0.11690633593397486
2020-04-21,3.5944725036536425,5.0,1.4055274963463573,0.13499144279671696
2020-04-22,4.215615293708598,5.0,0.7843847062914012,0.1152193745223978
2020-04-23,4.4827314543951555,7.0,2.5172685456048445,0.10197164471602449
2020-04-24,4.707997294450679,7.0,2.2920027055493217,0.1094421045462618
2020-04-25,4.8093657277414765,4.0,0.8369856137924163,0.11698150251028476
2020-04-26,4.42260626187604,2.0,2.422606261876041,0.09631840140901929
2020-04-27,4.192992221374369,6.0,1.807007778625631,0.10186201626316119
2020-04-28,5.022035324894014,8.0,2.977964675105986,0.10515280532671914
2020-04-29,5.629175814689591,2.0,3.629175814689591,0.13078790800906875
2020-04-30,4.29185493877628,1.0,3.2918549387762797,0.1440270108073672
2020-05-01,4.65452277394262,3.0,1.6545227739426207,0.15628576225539786
2020-05-02,3.8498534937697158,3.0,0.849853493769716,0.15954279795944665
2020-05-03,4.07338109411896,5.0,1.1471314982310332,0.15285032247763977
2020-05-04,4.526255628431629,2.0,2.52625562843163,0.16154067746094017
2020-05-05,4.997236584165434,3.0,1.9972365841654345,0.16270136350032882
2020-05-06,3.4705646907255785,0.0,3.4705646907255785,0.1411127302286399
