testDataTimeStamps,list_predict_future,list_actual_future,list_loss_future,list_loss_past
2020-04-07,6.853751535381086,5.0,2.008101600501919,0.14972305761343693
2020-04-08,6.481134115130482,4.0,2.481134115130481,0.19475358258069736
2020-04-09,5.540283261426277,6.0,0.958022907452472,0.14007618104669056
2020-04-10,4.8913584073679175,4.0,2.3221446121217415,0.16944752501489674
2020-04-11,4.955822432239388,2.0,2.9558224322393882,0.1950012888534569
2020-04-12,3.3486762324589066,1.0,2.3486762324589057,0.2200557369392465
2020-04-13,5.353954026626054,10.0,4.646045973373946,0.2052435648296965
2020-04-14,4.896720860027271,4.0,1.312736519270557,0.24158357478695036
2020-04-15,4.016694960902666,9.0,4.983305039097335,0.16110140629058015
2020-04-16,3.7283616389785728,4.0,1.4368287647203162,0.39362656156142567
2020-04-17,3.987981396415871,2.0,1.987981396415871,0.2324412012710299
2020-04-18,5.833996945798261,4.0,3.078280860070292,0.4614623526115305
2020-04-19,2.322360637144604,3.0,1.1214247465929847,0.2854749909208344
2020-04-20,5.655107113013345,4.0,2.097524211067978,0.2500192710821284
2020-04-21,4.503746919985931,5.0,1.6835708142549581,0.20472885775579924
2020-04-22,3.742120944846465,5.0,1.257879055153534,0.1761812021036162
2020-04-23,4.94919101000198,7.0,2.0508089899980204,0.1161275119921427
2020-04-24,3.8144695763847016,7.0,3.1855304236152984,0.3435866401677167
2020-04-25,5.294137557415846,4.0,1.2941375574158456,0.2963416879861717
2020-04-26,4.846436297845703,2.0,2.8464362978457034,0.14372688449947796
2020-04-27,4.389141802773063,6.0,2.1654801170855493,0.31523306391054345
2020-04-28,4.451562892258048,8.0,3.5484371077419516,0.20028137667601245
2020-04-29,5.166093569794756,2.0,3.3203588419967263,0.3262420888816995
2020-04-30,5.222325351772966,1.0,4.222325351772966,0.22966809348684084
2020-05-01,3.492671888822305,3.0,1.7077672194671494,0.4240164410929058
2020-05-02,3.271429074749797,3.0,0.5924194196492631,0.19395708950293966
2020-05-03,4.548551839077629,5.0,1.699106818978582,0.28868750873798177
2020-05-04,5.22071570384423,2.0,3.495016004079092,0.26795863507325096
2020-05-05,3.6906892044187765,3.0,1.2447430280659735,0.25305983248619424
2020-05-06,2.81079060366015,0.0,2.81079060366015,0.23812440746717956
