testDataTimeStamps,list_predict_future,list_actual_future,list_loss_future,list_loss_past
2020-04-07,5.74144244811132,5.0,1.0260394901031733,0.12704492312470644
2020-04-08,5.1806216244709065,4.0,1.3866796487293813,0.12126391646010666
2020-04-09,4.771845022113778,6.0,1.2281549778862202,0.1240450868928682
2020-04-10,5.986088510184764,4.0,1.986088510184765,0.124265802399395
2020-04-11,4.148672008646043,2.0,2.148672008646043,0.10257567275204431
2020-04-12,3.3140035397364174,1.0,2.3140035397364174,0.11149084867105921
2020-04-13,2.998433574665043,10.0,7.001566425334957,0.0907911571009102
2020-04-14,4.327324438944958,4.0,0.7667734247590361,0.14458819835674355
2020-04-15,5.090623623106732,9.0,3.9093763768932677,0.14779334585094978
2020-04-16,4.535202009381254,4.0,0.8670113954356686,0.10374726594762915
2020-04-17,3.3694956426544467,2.0,1.3694956426544465,0.12287909504285666
2020-04-18,2.9301253827119993,4.0,1.899875508887743,0.12908608824168694
2020-04-19,3.6167719156195046,3.0,0.8917090459906276,0.13493430533804318
2020-04-20,3.70008520293577,4.0,0.5982967103760799,0.13128712738978224
2020-04-21,4.221408447232443,5.0,0.7785915527675573,0.12815470737823081
2020-04-22,4.00028519326897,5.0,1.020255638812736,0.11218688638317811
2020-04-23,4.122118524337269,7.0,2.8778814756627296,0.09670080277769684
2020-04-24,4.636428085228609,7.0,2.6805040165937988,0.10101558573584402
2020-04-25,4.526598713085462,4.0,0.6945717078884013,0.10162202586358152
2020-04-26,4.124197069355359,2.0,2.124197069355359,0.10471208191287355
2020-04-27,3.692131108647247,6.0,2.307868891352753,0.1079530057220512
2020-04-28,5.0932526298543985,8.0,2.9067473701456015,0.11340205885965897
2020-04-29,6.990133150715119,2.0,4.990133150715117,0.10613354107891726
2020-04-30,5.242825714610495,0.9999999999999998,4.242825714610495,0.12887773181753254
2020-05-01,4.146309507965187,3.0,1.219930417776716,0.15163924119335098
2020-05-02,4.044817916225805,3.0,1.0448179162258042,0.1693318739105864
2020-05-03,3.4510968430181235,5.0,1.5489031569818765,0.15504195144344926
2020-05-04,3.5124259422170745,2.0,1.8835877520595568,0.2857480701888078
2020-05-05,3.664194422615472,3.0,0.7015045596091815,0.15614564860951008
2020-05-06,3.8900615922638075,0.0,3.8900615922638075,0.1702236210162048
