testDataTimeStamps,list_predict_future,list_actual_future,list_loss_future,list_loss_past
2020-04-07,6.060979941402725,5.0,1.0609799414027241,0.09294163948026381
2020-04-08,5.571260480342058,4.0,1.5712604803420571,0.10245173524954906
2020-04-09,4.836037488658192,6.0,1.1639625113418077,0.10026842157765428
2020-04-10,4.731304479663082,4.0,0.731304479663083,0.08662603772111077
2020-04-11,4.41576512458723,2.0,2.4157651245872307,0.10694439992516158
2020-04-12,4.15714329986857,1.0,3.1571432998685696,0.10920565642385824
2020-04-13,4.065415010981913,10.0,5.934584989018087,0.13112693943458936
2020-04-14,5.261468578206761,4.0,1.4838449880884799,0.1035299885870985
2020-04-15,4.516033204404641,9.0,4.483966795595359,0.13407414222347996
2020-04-16,5.343745922731415,4.0,1.3437459227314146,0.11545281102114649
2020-04-17,3.5184453949692753,2.0,1.5184453949692749,0.10494392587754864
2020-04-18,2.1561053987316976,4.0,1.8438946012683022,0.1489478140336762
2020-04-19,2.18991801921388,3.0,0.8800750442620643,0.019699245767653053
2020-04-20,8.299882455467381,4.0,4.2998824554673805,0.019476835393077076
2020-04-21,4.259899459702228,5.0,0.7401005402977707,0.02332280064482727
2020-04-22,4.863418994322663,5.0,0.41865511479937967,0.018841101662524326
2020-04-23,4.32064805414715,7.0,2.67935194585285,0.018236698120031987
2020-04-24,4.699638951654339,7.0,2.3003610483456614,0.0204935677734824
2020-04-25,5.103591656923451,4.0,1.1135508418180216,0.018282862448796088
2020-04-26,2.6481471687311524,2.0,1.098323916141961,0.01784364036159881
2020-04-27,5.2068226856905335,6.0,0.7931773143094663,0.020426572763060535
2020-04-28,4.871740233548423,8.0,3.1282597664515777,0.014892883756525671
2020-04-29,7.374460337954574,2.0,5.374460337954574,0.013183529187176543
2020-04-30,6.311685163796282,1.0,5.311685163796282,0.03052392310538804
2020-05-01,3.433162120701381,3.0,1.6738007744219714,0.2702436642464818
2020-05-02,3.898220229185358,3.0,1.189883947083839,0.18711323839160224
2020-05-03,4.236238542691237,5.0,0.869016963622981,0.30381537196899744
2020-05-04,5.362445818813394,2.0,3.362445818813394,0.2561434610586929
2020-05-05,4.714056579799401,3.0,2.0486275017392965,0.20163848920406915
2020-05-06,3.0944444352054905,0.0,3.0944444352054905,0.23081963439991982
