testDataTimeStamps,list_predict_future,list_actual_future,list_loss_future,list_loss_past
2020-04-07,5.1514953482147074,5.0,1.1283527379160965,0.10508055502791405
2020-04-08,4.558361721723292,4.0,1.8740798436128692,0.17610445686191337
2020-04-09,5.05272789980104,6.0,1.099087352915926,0.11432428861620877
2020-04-10,5.7288234627520005,4.0,1.728823462752,0.11925404022798378
2020-04-11,4.663733597918908,2.0,2.6637335979189065,0.11695980464442912
2020-04-12,2.4483163090342646,1.0,1.4812570975155324,0.12055719917247673
2020-04-13,4.409342957236182,10.0,5.590657042763818,0.1062444813934161
2020-04-14,5.0962929246836906,4.0,1.4002193435077412,0.09947488867149182
2020-04-15,4.394800102820926,9.0,4.605199897179074,0.06537539309169574
2020-04-16,4.586631660220831,4.0,1.3559733268684995,0.05078061193742561
2020-04-17,5.151243237285764,2.0,3.1512432372857644,0.07708021923636561
2020-04-18,1.2429599550477495,4.0,2.7570400449522507,0.06000971513487987
2020-04-19,2.159316740151121,3.0,0.8406832598488793,0.07770081603165416
2020-04-20,6.7631599357733,4.0,2.763159935773299,0.07372163472443656
2020-04-21,4.282670304032131,5.0,1.1997920686700394,0.13755868159128154
2020-04-22,4.6540091544203515,5.0,0.451016735404148,0.1319897721279391
2020-04-23,4.4260735600544905,7.0,2.5739264399455095,0.12623753064337823
2020-04-24,4.225186492108207,7.0,2.774813507891793,0.12535131427993837
2020-04-25,4.710308036558893,4.0,0.8039105867005846,0.13949266896453438
2020-04-26,3.8109005473283517,2.0,1.8109005473283517,0.13035301044205813
2020-04-27,4.413817663040723,6.0,1.586182336959278,0.12755340559009293
2020-04-28,4.09675299009043,8.0,3.9032470099095704,0.2847555427890426
2020-04-29,6.59914788086062,2.0,4.59914788086062,0.10814027485382549
2020-04-30,5.745917305550776,1.0,4.745917305550774,0.16796282101682808
2020-05-01,5.708191578596434,3.0,2.7081915785964332,0.19212508868376282
2020-05-02,4.055887018514975,3.0,1.0558870185149742,0.19044550641428798
2020-05-03,2.750890335647072,5.0,2.3747499304050734,0.18650249898581414
2020-05-04,5.656691738444264,2.0,3.656691738444264,0.11773928136687513
2020-05-05,3.374527432568654,3.0,0.8190955960890441,0.2397616415842952
2020-05-06,4.110372561764885,0.0,4.110372561764885,0.23668518462635055
