testDataTimeStamps,list_predict_future,list_actual_future,list_loss_future,list_loss_past
2020-04-07,5.464674903042394,5.0,0.8062834336699138,0.1263522138339423
2020-04-08,5.9388271113908235,4.0,1.938827111390824,0.11538451904752411
2020-04-09,5.1501236120936635,6.0,0.8761481285244604,0.11432731565294915
2020-04-10,4.511597628708246,4.0,1.1183331011937452,0.24854499095610852
2020-04-11,5.369551742266147,2.0,3.369551742266146,0.27415892857918867
2020-04-12,2.6964343295792546,1.0,1.6964343295792546,0.18378053092299185
2020-04-13,4.621587385060329,10.0,5.37841261493967,0.06975555797809825
2020-04-14,5.167791999359287,4.0,1.1677919993592873,0.06173481325941934
2020-04-15,4.380043661575084,9.0,4.619956338424916,0.06799282181405017
2020-04-16,3.368864364793702,4.0,0.9741470197861837,0.05168865827897391
2020-04-17,4.826740382880749,2.0,2.82674038288075,0.06628921553319346
2020-04-18,2.33486903018415,4.0,2.0193023725535766,0.056752133180853925
2020-04-19,1.8390411926202965,3.0,1.8140347990934178,0.07039134018338859
2020-04-20,7.6134882712361875,4.0,3.613488271236187,0.06036275726872371
2020-04-21,4.372881150821164,5.0,0.6575931397957554,0.04716179809897989
2020-04-22,4.4596683387499745,5.0,0.5403316612500246,0.11102124375038029
2020-04-23,4.281060691054529,7.0,2.71893930894547,0.11326398288560795
2020-04-24,4.7472560755834845,7.0,2.2527439244165155,0.11528754175923131
2020-04-25,5.357201950467048,4.0,1.357201950467048,0.1369486201572901
2020-04-26,4.8267551829802455,2.0,2.8267551829802455,0.13208163512439947
2020-04-27,4.470835243030642,6.0,1.5291647569693576,0.1774137702817456
2020-04-28,5.786390502043347,8.0,2.309819203498124,0.17390344124314255
2020-04-29,5.918635903256954,2.0,3.9186359032569533,0.4789185044869441
2020-04-30,4.116364227158369,0.9999999999999997,3.11636422715837,0.3116903071053293
2020-05-01,3.7575719966843453,3.0,1.2452900288468165,0.6182939043009882
2020-05-02,3.3642878283754065,3.0,1.5391378622432665,0.27517613120862383
2020-05-03,4.299627331273992,5.0,2.158531473647723,0.2667693649827493
2020-05-04,5.707712927860004,2.0,3.707712927860004,0.3406627275116929
2020-05-05,5.464729359362477,3.0,2.464729359362476,0.3499765047209484
2020-05-06,3.870511778378223,0.0,3.870511778378223,0.5099916757138832
